g1.t1	ENSP00000497018.1
g8505.t1	ENSP00000377170.4
g8508.t1	ENSP00000515614.1
g851.t1	ENSP00000348108.5
g8510.t1	ENSP00000503409.1
g8513.t1	ENSP00000421544.1
g8515.t1	ENSP00000348722.2
g8516.t1	ENSP00000382333.2
g8517.t1	ENSP00000363060.1
g8518.t1	ENSP00000342535.5
g8519.t1	ENSP00000450502.1
g8520.t1	ENSP00000346599.4
g8522.t1	ENSP00000405088.2
g8527.t1	ENSP00000254958.4
g8531.t1	ENSP00000342469.3
g8532.t1	ENSP00000398684.1
g8533.t1	ENSP00000497160.1
g8534.t1	ENSP00000417238.2
g8535.t1	ENSP00000493903.1
g8540.t1	ENSP00000477455.1
g8542.t1	ENSP00000377024.1
g8546.t1	ENSP00000436679.1
g8547.t1	ENSP00000344393.4
g8548.t1	ENSP00000377862.4
g8550.t1	ENSP00000377862.4
g8554.t1	ENSP00000331727.5
g8556.t1	ENSP00000464672.1
g8558.t1	ENSP00000377501.1
g8559.t1	ENSP00000457373.1
g8560.t1	ENSP00000497491.1
g8561.t1	ENSP00000347234.5
g8562.t1	ENSP00000398463.2
g8563.t1	ENSP00000350698.3
g8564.t1	ENSP00000343190.3
g8565.t1	ENSP00000286614.6
g8566.t1	ENSP00000371985.3
g8569.t1	ENSP00000365619.1
g8570.t1	ENSP00000349877.6
g8573.t1	ENSP00000507450.1
g8576.t1	ENSP00000257566.3
g8577.t1	ENSP00000240328.3
g8582.t1	ENSP00000409717.1
g8584.t1	ENSP00000378699.3
g8585.t1	ENSP00000330188.6
g8587.t1	ENSP00000485253.1
g8588.t1	ENSP00000264866.4
g8589.t1	ENSP00000461702.1
g8590.t1	ENSP00000239878.4
g8591.t1	ENSP00000297375.4
g8596.t1	ENSP00000360613.2
g8597.t1	ENSP00000360613.2
g8598.t1	ENSP00000246535.1
g8599.t1	ENSP00000312618.7
g860.t1	ENSP00000507313.1
g8600.t1	ENSP00000416968.2
g8601.t1	ENSP00000311028.5
g8602.t1	ENSP00000385614.3
g8603.t1	ENSP00000381693.2
g8604.t1	ENSP00000296486.3
g8606.t1	ENSP00000355900.4
g8607.t1	ENSP00000265162.5
g8608.t1	ENSP00000295256.5
g861.t1	ENSP00000261973.7
g8610.t1	ENSP00000378323.3
g8611.t1	ENSP00000463227.1
g8613.t1	ENSP00000484981.2
g8615.t1	ENSP00000262102.6
g8616.t1	ENSP00000426568.1
g8617.t1	ENSP00000430338.1
g8618.t1	ENSP00000508980.1
g8619.t1	ENSP00000487049.2
g8621.t1	ENSP00000516320.1
g8622.t1	ENSP00000387280.1
g8623.t1	ENSP00000509107.1
g8625.t1	ENSP00000384142.1
g8629.t1	ENSP00000500327.1
g8630.t1	ENSP00000262055.4
g8631.t1	ENSP00000262577.5
g8632.t1	ENSP00000366144.2
g8633.t1	ENSP00000272252.5
g8634.t1	ENSP00000262464.4
g8635.t1	ENSP00000262464.4
g8636.t1	ENSP00000505524.1
g8637.t1	ENSP00000502476.1
g8638.t1	ENSP00000435479.1
g8639.t1	ENSP00000487849.2
g8643.t1	ENSP00000415332.2
g8645.t1	ENSP00000467141.1
g8646.t1	ENSP00000343764.6
g8648.t1	ENSP00000467141.1
g8649.t1	ENSP00000434586.1
g865.t1	ENSP00000373272.3
g8651.t1	ENSP00000415433.2
g8656.t1	ENSP00000411475.3
g8657.t1	ENSP00000435233.2
g8658.t1	ENSP00000501476.1
g8660.t1	ENSP00000498963.1
g8661.t1	ENSP00000370222.4
g8663.t1	ENSP00000282397.4
g8665.t1	ENSP00000318821.2
g8666.t1	ENSP00000458663.2
g8667.t1	ENSP00000509779.1
g8668.t1	ENSP00000360109.4
g867.t1	ENSP00000352508.3
g8670.t1	ENSP00000465930.1
g8671.t1	ENSP00000482733.1
g8672.t1	ENSP00000183936.4
g8673.t1	ENSP00000305230.7
g8675.t1	ENSP00000261486.5
g8676.t1	ENSP00000355522.1
g8677.t1	ENSP00000264255.3
g8678.t1	ENSP00000337352.5
g8679.t1	ENSP00000361486.3
g8681.t1	ENSP00000478783.1
g8686.t1	ENSP00000359225.4
g8687.t1	ENSP00000458137.2
g8688.t1	ENSP00000514039.1
g8689.t1	ENSP00000345629.4
g869.t1	ENSP00000465450.1
g8690.t1	ENSP00000374490.6
g8691.t1	ENSP00000374490.6
g8692.t1	ENSP00000262442.3
g8694.t1	ENSP00000386158.4
g8695.t1	ENSP00000365851.3
g8696.t1	ENSP00000365851.3
g8697.t1	ENSP00000467805.1
g8698.t1	ENSP00000418356.1
g8699.t1	ENSP00000215885.3
g8701.t1	ENSP00000405823.2
g8702.t1	ENSP00000358832.2
g8703.t1	ENSP00000321837.4
g8704.t1	ENSP00000447349.1
g8705.t1	ENSP00000359103.3
g8706.t1	ENSP00000325919.6
g8707.t1	ENSP00000356146.3
g8708.t1	ENSP00000334373.4
g8709.t1	ENSP00000424107.1
g8711.t1	ENSP00000362859.2
g8712.t1	ENSP00000362859.2
g8714.t1	ENSP00000261745.4
g8715.t1	ENSP00000363021.3
g8716.t1	ENSP00000228827.3
g8717.t1	ENSP00000268756.3
g8718.t1	ENSP00000356001.4
g8719.t1	ENSP00000380379.2
g872.t1	ENSP00000201961.3
g8722.t1	ENSP00000262225.3
g8723.t1	ENSP00000416970.3
g8724.t1	ENSP00000344942.4
g8725.t1	ENSP00000479104.1
g8726.t1	ENSP00000301281.5
g8728.t1	ENSP00000478070.1
g8729.t1	ENSP00000299167.8
g8730.t1	ENSP00000387154.1
g8731.t1	ENSP00000417273.1
g8733.t1	ENSP00000318016.7
g8734.t1	ENSP00000455083.1
g8735.t1	ENSP00000380037.3
g8736.t1	ENSP00000326219.5
g8738.t1	ENSP00000342502.6
g8739.t1	ENSP00000306344.5
g874.t1	ENSP00000346874.3
g8740.t1	ENSP00000473471.1
g8741.t1	ENSP00000300605.4
g8742.t1	ENSP00000307491.5
g8743.t1	ENSP00000366607.3
g8745.t1	ENSP00000490338.2
g8748.t1	ENSP00000495274.2
g8749.t1	ENSP00000338770.2
g875.t1	ENSP00000346874.3
g8750.t1	ENSP00000338770.2
g8751.t1	ENSP00000495274.2
g8754.t1	ENSP00000490338.2
g8756.t1	ENSP00000366607.3
g8757.t1	ENSP00000307491.5
g8758.t1	ENSP00000300605.4
g8759.t1	ENSP00000473471.1
g876.t1	ENSP00000346874.3
g8760.t1	ENSP00000306344.5
g8761.t1	ENSP00000342502.6
g8766.t1	ENSP00000376886.1
g8767.t1	ENSP00000362824.3
g8769.t1	ENSP00000221448.5
g877.t1	ENSP00000346050.3
g878.t1	ENSP00000453399.1
g8781.t1	ENSP00000316244.4
g8783.t1	ENSP00000360966.4
g8784.t1	ENSP00000221200.4
g8785.t1	ENSP00000040738.5
g8786.t1	ENSP00000463768.1
g8788.t1	ENSP00000364486.3
g8789.t1	ENSP00000319851.5
g879.t1	ENSP00000387019.3
g8790.t1	ENSP00000319851.5
g8792.t1	ENSP00000435466.2
g8798.t1	ENSP00000225688.3
g8800.t1	ENSP00000513243.1
g8801.t1	ENSP00000325868.5
g8805.t1	ENSP00000515142.1
g8808.t1	ENSP00000356198.1
g8809.t1	ENSP00000505915.1
g8810.t1	ENSP00000306397.3
g8811.t1	ENSP00000403310.2
g8812.t1	ENSP00000493372.1
g8815.t1	ENSP00000479053.2
g8816.t1	ENSP00000317382.4
g8817.t1	ENSP00000324135.5
g8818.t1	ENSP00000297373.2
g8819.t1	ENSP00000446687.1
g882.t1	ENSP00000260128.4
g8821.t1	ENSP00000315775.5
g8824.t1	ENSP00000238561.5
g8825.t1	ENSP00000486650.1
g8826.t1	ENSP00000262209.4
g8827.t1	ENSP00000333946.2
g8828.t1	ENSP00000385158.1
g8829.t1	ENSP00000401328.2
g8830.t1	ENSP00000264690.6
g8831.t1	ENSP00000465614.2
g8832.t1	ENSP00000410811.1
g8834.t1	ENSP00000331879.6
g8835.t1	ENSP00000399733.2
g8836.t1	ENSP00000293925.5
g8837.t1	ENSP00000436208.1
g8838.t1	ENSP00000364721.5
g8839.t1	ENSP00000404815.2
g8841.t1	ENSP00000481466.1
g8848.t1	ENSP00000484962.1
g8849.t1	ENSP00000357545.4
g885.t1	ENSP00000356015.4
g8850.t1	ENSP00000291458.5
g8851.t1	ENSP00000258317.2
g8853.t1	ENSP00000441035.2
g8854.t1	ENSP00000215539.3
g8855.t1	ENSP00000289119.2
g8856.t1	ENSP00000499089.1
g8857.t1	ENSP00000498546.1
g8858.t1	ENSP00000472528.1
g886.t1	ENSP00000437953.1
g8861.t1	ENSP00000504551.1
g8862.t1	ENSP00000357493.3
g8863.t1	ENSP00000296215.5
g8865.t1	ENSP00000357199.4
g8867.t1	ENSP00000229179.4
g8868.t1	ENSP00000249269.4
g8869.t1	ENSP00000262244.5
g887.t1	ENSP00000495188.1
g8870.t1	ENSP00000305653.2
g8871.t1	ENSP00000413739.1
g8872.t1	ENSP00000515475.1
g8873.t1	ENSP00000316244.4
g8875.t1	ENSP00000360265.3
g8876.t1	ENSP00000363315.4
g8877.t1	ENSP00000358154.1
g8878.t1	ENSP00000332790.4
g8879.t1	ENSP00000358151.2
g888.t1	ENSP00000380322.1
g8880.t1	ENSP00000356475.2
g8881.t1	ENSP00000358154.1
g8882.t1	ENSP00000373730.3
g8883.t1	ENSP00000267845.3
g8892.t1	ENSP00000316114.3
g890.t1	ENSP00000352138.6
g8900.t1	ENSP00000216129.6
g8901.t1	ENSP00000386226.3
g8902.t1	ENSP00000325301.3
g8903.t1	ENSP00000355672.3
g8904.t1	ENSP00000451085.1
g8906.t1	ENSP00000340391.3
g8907.t1	ENSP00000382544.2
g8908.t1	ENSP00000435096.1
g8909.t1	ENSP00000350278.4
g8911.t1	ENSP00000329684.3
g8913.t1	ENSP00000354541.4
g8914.t1	ENSP00000404865.1
g8916.t1	ENSP00000222212.2
g8917.t1	ENSP00000360645.4
g8919.t1	ENSP00000380033.4
g892.t1	ENSP00000489639.1
g8920.t1	ENSP00000413127.2
g8921.t1	ENSP00000507144.1
g8922.t1	ENSP00000309968.3
g8923.t1	ENSP00000319255.6
g8924.t1	ENSP00000461388.1
g8925.t1	ENSP00000386652.5
g8926.t1	ENSP00000354829.2
g8929.t1	ENSP00000483552.1
g8933.t1	ENSP00000227474.3
g8934.t1	ENSP00000215539.3
g8935.t1	ENSP00000423778.1
g8937.t1	ENSP00000417287.1
g8938.t1	ENSP00000501258.1
g8939.t1	ENSP00000361926.4
g8941.t1	ENSP00000370616.3
g8943.t1	ENSP00000361196.1
g8944.t1	ENSP00000515888.1
g8947.t1	ENSP00000257931.5
g8948.t1	ENSP00000293379.4
g8949.t1	ENSP00000428480.2
g8952.t1	ENSP00000421592.2
g8953.t1	ENSP00000264552.8
g8954.t1	ENSP00000306788.7
g8955.t1	ENSP00000358312.3
g8960.t1	ENSP00000499351.1
g8966.t1	ENSP00000229418.6
g8967.t1	ENSP00000278671.5
g8969.t1	ENSP00000296464.3
g897.t1	ENSP00000506636.1
g8970.t1	ENSP00000441518.1
g8971.t1	ENSP00000324419.6
g8972.t1	ENSP00000363458.4
g8973.t1	ENSP00000490328.1
g8974.t1	ENSP00000381066.3
g8975.t1	ENSP00000365728.3
g8976.t1	ENSP00000298545.3
g8977.t1	ENSP00000359474.3
g8978.t1	ENSP00000358984.3
g8979.t1	ENSP00000414344.2
g898.t1	ENSP00000425443.1
g8980.t1	ENSP00000463393.1
g8981.t1	ENSP00000403525.1
g8982.t1	ENSP00000304802.2
g8989.t1	ENSP00000252804.4
g899.t1	ENSP00000337513.6
g8990.t1	ENSP00000392270.2
g8991.t1	ENSP00000462333.1
g8993.t1	ENSP00000356562.4
g8994.t1	ENSP00000230582.3
g8995.t1	ENSP00000363593.2
g8996.t1	ENSP00000262077.3
g8997.t1	ENSP00000364797.1
g8999.t1	ENSP00000216479.3
g9.t1	ENSP00000375993.2
g90.t1	ENSP00000376615.3
g9000.t1	ENSP00000265447.5
g9001.t1	ENSP00000380495.3
g9002.t1	ENSP00000507313.1
g9005.t1	ENSP00000300441.4
g9006.t1	ENSP00000288861.4
g9008.t1	ENSP00000256997.3
g9010.t1	ENSP00000509831.1
g9011.t1	ENSP00000441950.1
g9013.t1	ENSP00000271373.4
g9014.t1	ENSP00000448449.1
g9017.t1	ENSP00000343657.6
g902.t1	ENSP00000363910.4
g9021.t1	ENSP00000291900.2
g9022.t1	ENSP00000300738.5
g9023.t1	ENSP00000262039.3
g9025.t1	ENSP00000365550.2
g9027.t1	ENSP00000299518.2
g9028.t1	ENSP00000267836.6
g9029.t1	ENSP00000274457.3
g903.t1	ENSP00000397953.2
g9032.t1	ENSP00000387946.2
g9033.t1	ENSP00000352052.4
g9035.t1	ENSP00000371341.2
g9039.t1	ENSP00000363942.2
g904.t1	ENSP00000509337.1
g9041.t1	ENSP00000362164.4
g9042.t1	ENSP00000354436.4
g9045.t1	ENSP00000424120.1
g9046.t1	ENSP00000352361.6
g9048.t1	ENSP00000274458.4
g9049.t1	ENSP00000379133.3
g905.t1	ENSP00000507313.1
g9050.t1	ENSP00000326411.6
g9051.t1	ENSP00000352041.1
g9052.t1	ENSP00000362013.4
g9059.t1	ENSP00000339834.4
g9060.t1	ENSP00000403527.1
g9061.t1	ENSP00000463280.1
g9063.t1	ENSP00000333212.6
g9064.t1	ENSP00000412602.1
g9065.t1	ENSP00000390878.1
g9069.t1	ENSP00000369127.3
g9070.t1	ENSP00000354074.5
g9073.t1	ENSP00000499837.1
g9074.t1	ENSP00000368927.5
g9075.t1	ENSP00000513903.1
g9087.t1	ENSP00000497872.1
g9088.t1	ENSP00000497026.1
g9089.t1	ENSP00000417681.1
g909.t1	ENSP00000345889.5
g9091.t1	ENSP00000262348.4
g9092.t1	ENSP00000358810.3
g9094.t1	ENSP00000314508.5
g9095.t1	ENSP00000458274.1
g9096.t1	ENSP00000424328.1
g9097.t1	ENSP00000365806.3
g9098.t1	ENSP00000385255.3
g9099.t1	ENSP00000346874.3
g91.t1	ENSP00000283882.3
g910.t1	ENSP00000414885.3
g9100.t1	ENSP00000360669.3
g9103.t1	ENSP00000481127.1
g9104.t1	ENSP00000230256.3
g9108.t1	ENSP00000263440.5
g9109.t1	ENSP00000228510.3
g9110.t1	ENSP00000335300.6
g9111.t1	ENSP00000499235.1
g9112.t1	ENSP00000478278.1
g9113.t1	ENSP00000365007.3
g9114.t1	ENSP00000498676.1
g9115.t1	ENSP00000282673.4
g9116.t1	ENSP00000264233.5
g9117.t1	ENSP00000238112.3
g9118.t1	ENSP00000256997.3
g9119.t1	ENSP00000495718.1
g9121.t1	ENSP00000346659.3
g9122.t1	ENSP00000500971.1
g9124.t1	ENSP00000459470.1
g9125.t1	ENSP00000490043.1
g9126.t1	ENSP00000361026.1
g9131.t1	ENSP00000265162.5
g9132.t1	ENSP00000363329.4
g9135.t1	ENSP00000498289.1
g9136.t1	ENSP00000262093.6
g9137.t1	ENSP00000410926.3
g9139.t1	ENSP00000375770.3
g9140.t1	ENSP00000464222.1
g9141.t1	ENSP00000376076.1
g9142.t1	ENSP00000376409.2
g9144.t1	ENSP00000272793.5
g9145.t1	ENSP00000458115.1
g9147.t1	ENSP00000376421.3
g9148.t1	ENSP00000223029.3
g9149.t1	ENSP00000440854.2
g915.t1	ENSP00000479024.1
g9151.t1	ENSP00000435681.1
g9152.t1	ENSP00000267812.3
g9153.t1	ENSP00000370373.4
g9156.t1	ENSP00000230640.5
g9157.t1	ENSP00000379457.2
g9158.t1	ENSP00000253023.2
g9159.t1	ENSP00000369042.3
g916.t1	ENSP00000421355.1
g9160.t1	ENSP00000355827.5
g9161.t1	ENSP00000497876.1
g9163.t1	ENSP00000393316.2
g9165.t1	ENSP00000309836.6
g9166.t1	ENSP00000349205.3
g917.t1	ENSP00000361995.3
g9171.t1	ENSP00000501452.1
g9176.t1	ENSP00000376269.2
g9177.t1	ENSP00000229634.9
g9179.t1	ENSP00000408659.2
g918.t1	ENSP00000260116.4
g9180.t1	ENSP00000368066.3
g9181.t1	ENSP00000423827.1
g9182.t1	ENSP00000316357.6
g9183.t1	ENSP00000417229.1
g9184.t1	ENSP00000364580.3
g9185.t1	ENSP00000372005.2
g9186.t1	ENSP00000264108.4
g9187.t1	ENSP00000494373.1
g9188.t1	ENSP00000430129.1
g9189.t1	ENSP00000349906.6
g919.t1	ENSP00000505261.1
g9190.t1	ENSP00000344223.3
g9191.t1	ENSP00000510014.1
g9193.t1	ENSP00000259622.6
g9194.t1	ENSP00000515388.1
g9195.t1	ENSP00000493903.1
g9196.t1	ENSP00000496870.1
g9197.t1	ENSP00000246104.5
g9198.t1	ENSP00000478754.1
g9199.t1	ENSP00000249363.3
g92.t1	ENSP00000237316.3
g920.t1	ENSP00000505261.1
g9201.t1	ENSP00000299198.2
g9204.t1	ENSP00000439811.1
g9205.t1	ENSP00000439256.2
g9206.t1	ENSP00000387365.3
g9207.t1	ENSP00000468969.1
g9209.t1	ENSP00000257215.5
g9210.t1	ENSP00000398803.2
g9211.t1	ENSP00000349959.3
g9212.t1	ENSP00000270586.3
g9213.t1	ENSP00000445340.2
g9214.t1	ENSP00000516758.1
g9216.t1	ENSP00000286070.5
g9217.t1	ENSP00000270776.8
g9218.t1	ENSP00000366487.3
g9219.t1	ENSP00000342056.3
g9221.t1	ENSP00000318142.6
g9222.t1	ENSP00000509140.1
g9223.t1	ENSP00000475645.1
g9225.t1	ENSP00000427097.1
g9230.t1	ENSP00000481554.1
g9232.t1	ENSP00000296350.5
g9233.t1	ENSP00000349568.3
g9236.t1	ENSP00000350928.3
g9237.t1	ENSP00000499013.1
g9238.t1	ENSP00000264690.6
g9239.t1	ENSP00000509654.1
g9240.t1	ENSP00000425316.1
g9241.t1	ENSP00000338030.5
g9242.t1	ENSP00000406229.2
g9243.t1	ENSP00000465011.1
g9244.t1	ENSP00000357838.5
g9245.t1	ENSP00000357838.5
g9246.t1	ENSP00000348523.5
g9247.t1	ENSP00000248306.3
g9249.t1	ENSP00000267064.4
g925.t1	ENSP00000260643.2
g9251.t1	ENSP00000254630.7
g9254.t1	ENSP00000378550.1
g9258.t1	ENSP00000421757.1
g9259.t1	ENSP00000361076.3
g926.t1	ENSP00000322450.6
g9260.t1	ENSP00000505997.1
g9261.t1	ENSP00000432119.1
g9262.t1	ENSP00000499103.1
g9268.t1	ENSP00000346236.4
g9269.t1	ENSP00000367202.3
g927.t1	ENSP00000323288.7
g9270.t1	ENSP00000357565.3
g9271.t1	ENSP00000308957.8
g9273.t1	ENSP00000486865.1
g9274.t1	ENSP00000233627.9
g9275.t1	ENSP00000262815.9
g9276.t1	ENSP00000339627.7
g9279.t1	ENSP00000419576.1
g9280.t1	ENSP00000404834.3
g9281.t1	ENSP00000409016.3
g9282.t1	ENSP00000479943.1
g9284.t1	ENSP00000291536.3
g9287.t1	ENSP00000452416.1
g9291.t1	ENSP00000367850.3
g9292.t1	ENSP00000386980.3
g9293.t1	ENSP00000293303.4
g9294.t1	ENSP00000448059.1
g9295.t1	ENSP00000338283.5
g9297.t1	ENSP00000362648.4
g9298.t1	ENSP00000486525.1
g9301.t1	ENSP00000368517.4
g9302.t1	ENSP00000237275.6
g9303.t1	ENSP00000264932.6
g9305.t1	ENSP00000264932.6
g9309.t1	ENSP00000384751.2
g9312.t1	ENSP00000382646.2
g9313.t1	ENSP00000260508.4
g9314.t1	ENSP00000428846.1
g9318.t1	ENSP00000357425.4
g9320.t1	ENSP00000389474.2
g9322.t1	ENSP00000410758.2
g9323.t1	ENSP00000447889.1
g9324.t1	ENSP00000419164.1
g9326.t1	ENSP00000370907.4
g9327.t1	ENSP00000489203.1
g9329.t1	ENSP00000499637.1
g9331.t1	ENSP00000497771.1
g9332.t1	ENSP00000008938.3
g9333.t1	ENSP00000320797.3
g9334.t1	ENSP00000267079.2
g9335.t1	ENSP00000276569.3
g9336.t1	ENSP00000413902.1
g9337.t1	ENSP00000318960.9
g9338.t1	ENSP00000380478.3
g9339.t1	ENSP00000455050.1
g9340.t1	ENSP00000457916.1
g9341.t1	ENSP00000309501.5
g9342.t1	ENSP00000403708.3
g9343.t1	ENSP00000377686.2
g9344.t1	ENSP00000357589.3
g9345.t1	ENSP00000350491.5
g9348.t1	ENSP00000356480.3
g9351.t1	ENSP00000388886.2
g9352.t1	ENSP00000366748.3
g9353.t1	ENSP00000350191.3
g9354.t1	ENSP00000312769.5
g9355.t1	ENSP00000312769.5
g9356.t1	ENSP00000350191.3
g9357.t1	ENSP00000366748.3
g9358.t1	ENSP00000388886.2
g937.t1	ENSP00000225823.2
g9370.t1	ENSP00000420566.2
g9372.t1	ENSP00000303356.2
g9373.t1	ENSP00000383067.2
g9374.t1	ENSP00000321537.4
g9376.t1	ENSP00000402931.3
g938.t1	ENSP00000417769.1
g9385.t1	ENSP00000379373.1
g9386.t1	ENSP00000368798.5
g9387.t1	ENSP00000243077.3
g9388.t1	ENSP00000377914.4
g9389.t1	ENSP00000368727.3
g9390.t1	ENSP00000418735.1
g9391.t1	ENSP00000410833.2
g9392.t1	ENSP00000306579.6
g9394.t1	ENSP00000413209.1
g9395.t1	ENSP00000264515.6
g9396.t1	ENSP00000357320.5
g9397.t1	ENSP00000434247.1
g9398.t1	ENSP00000451080.1
g9399.t1	ENSP00000405573.3
g940.t1	ENSP00000417285.1
g9400.t1	ENSP00000255224.2
g9401.t1	ENSP00000265138.3
g9403.t1	ENSP00000334497.5
g9407.t1	ENSP00000358134.1
g9408.t1	ENSP00000261177.9
g941.t1	ENSP00000354972.5
g9410.t1	ENSP00000264451.6
g9411.t1	ENSP00000072644.1
g9412.t1	ENSP00000347858.3
g9413.t1	ENSP00000265838.4
g9419.t1	ENSP00000380872.2
g942.t1	ENSP00000407308.1
g9420.t1	ENSP00000429713.1
g9421.t1	ENSP00000169551.6
g9422.t1	ENSP00000206765.6
g9425.t1	ENSP00000386170.3
g9427.t1	ENSP00000386170.3
g9429.t1	ENSP00000512182.1
g943.t1	ENSP00000327070.5
g9430.t1	ENSP00000455874.1
g9431.t1	ENSP00000298125.4
g9432.t1	ENSP00000386635.2
g9433.t1	ENSP00000347659.4
g9434.t1	ENSP00000364519.4
g9435.t1	ENSP00000386238.3
g9436.t1	ENSP00000395502.2
g9437.t1	ENSP00000248342.3
g9438.t1	ENSP00000513602.1
g9440.t1	ENSP00000234160.4
g9441.t1	ENSP00000367042.3
g9442.t1	ENSP00000229595.5
g9444.t1	ENSP00000360329.3
g9446.t1	ENSP00000418532.1
g9448.t1	ENSP00000305958.5
g9449.t1	ENSP00000451281.2
g9450.t1	ENSP00000512943.1
g9451.t1	ENSP00000468569.1
g9457.t1	ENSP00000274008.3
g9459.t1	ENSP00000282701.2
g9460.t1	ENSP00000262487.3
g9461.t1	ENSP00000440064.1
g9464.t1	ENSP00000238667.4
g9465.t1	ENSP00000417021.2
g9466.t1	ENSP00000272602.2
g9471.t1	ENSP00000300026.4
g9472.t1	ENSP00000222308.4
g9473.t1	ENSP00000497897.1
g9475.t1	ENSP00000229903.4
g9476.t1	ENSP00000370808.5
g9477.t1	ENSP00000450040.1
g9480.t1	ENSP00000401338.2
g9482.t1	ENSP00000269346.4
g9483.t1	ENSP00000454791.1
g9484.t1	ENSP00000333837.3
g9485.t1	ENSP00000462878.1
g9486.t1	ENSP00000510309.1
g9487.t1	ENSP00000354490.3
g9488.t1	ENSP00000508681.1
g9489.t1	ENSP00000462203.1
g9490.t1	ENSP00000332818.4
g9491.t1	ENSP00000389688.2
g9492.t1	ENSP00000369217.4
g9493.t1	ENSP00000456051.1
g9496.t1	ENSP00000361064.4
g9497.t1	ENSP00000301159.7
g9498.t1	ENSP00000427130.2
g9499.t1	ENSP00000427130.2
g950.t1	ENSP00000462314.1
g9500.t1	ENSP00000301159.7
g9501.t1	ENSP00000361064.4
g9503.t1	ENSP00000254442.3
g9504.t1	ENSP00000280333.6
g9506.t1	ENSP00000377537.3
g9507.t1	ENSP00000252804.4
g9508.t1	ENSP00000373825.2
g9509.t1	ENSP00000373825.2
g9510.t1	ENSP00000460245.1
g9512.t1	ENSP00000230381.5
g9513.t1	ENSP00000293549.3
g9514.t1	ENSP00000233948.3
g9516.t1	ENSP00000301061.4
g9517.t1	ENSP00000493932.1
g9518.t1	ENSP00000495965.1
g9519.t1	ENSP00000411839.2
g9520.t1	ENSP00000386569.1
g9521.t1	ENSP00000305442.5
g9524.t1	ENSP00000478695.1
g9525.t1	ENSP00000482743.1
g9526.t1	ENSP00000202834.7
g9529.t1	ENSP00000420322.1
g9530.t1	ENSP00000451357.2
g9531.t1	ENSP00000451272.2
g9533.t1	ENSP00000512290.1
g9535.t1	ENSP00000510052.1
g9536.t1	ENSP00000261636.8
g9538.t1	ENSP00000410157.2
g9539.t1	ENSP00000352497.4
g9540.t1	ENSP00000393078.2
g9541.t1	ENSP00000305617.4
g9542.t1	ENSP00000358554.3
g9543.t1	ENSP00000311430.6
g9547.t1	ENSP00000502560.1
g9548.t1	ENSP00000419081.2
g9549.t1	ENSP00000260408.3
g9551.t1	ENSP00000330349.8
g9552.t1	ENSP00000344595.6
g9554.t1	ENSP00000368773.2
g9555.t1	ENSP00000278060.5
g9556.t1	ENSP00000264690.6
g9557.t1	ENSP00000377357.1
g9558.t1	ENSP00000344169.4
g9561.t1	ENSP00000341551.3
g9562.t1	ENSP00000283415.3
g9564.t1	ENSP00000505286.1
g9565.t1	ENSP00000508368.1
g9566.t1	ENSP00000378991.2
g9567.t1	ENSP00000338283.5
g9571.t1	ENSP00000378227.2
g9573.t1	ENSP00000506871.1
g9575.t1	ENSP00000352918.6
g9576.t1	ENSP00000417202.1
g9577.t1	ENSP00000351137.3
g9578.t1	ENSP00000364742.3
g9579.t1	ENSP00000516427.1
g9580.t1	ENSP00000333012.3
g9581.t1	ENSP00000436318.1
g9582.t1	ENSP00000421019.1
g9583.t1	ENSP00000313034.3
g9584.t1	ENSP00000497753.1
g9587.t1	ENSP00000354553.1
g9589.t1	ENSP00000490849.1
g9590.t1	ENSP00000304748.7
g9592.t1	ENSP00000506468.1
g9593.t1	ENSP00000498097.1
g9594.t1	ENSP00000495068.1
g9595.t1	ENSP00000425401.1
g9596.t1	ENSP00000259632.7
g9597.t1	ENSP00000259241.6
g9598.t1	ENSP00000354774.3
g9599.t1	ENSP00000495672.1
g96.t1	ENSP00000503682.1
g960.t1	ENSP00000296498.3
g9602.t1	ENSP00000415876.1
g9603.t1	ENSP00000349211.4
g9604.t1	ENSP00000261574.5
g9605.t1	ENSP00000366267.3
g9607.t1	ENSP00000366267.3
g9608.t1	ENSP00000307288.5
g9610.t1	ENSP00000359505.3
g9611.t1	ENSP00000373220.4
g9612.t1	ENSP00000078527.4
g9613.t1	ENSP00000331907.4
g9614.t1	ENSP00000445345.1
g9618.t1	ENSP00000260649.6
g9619.t1	ENSP00000260649.6
g962.t1	ENSP00000295890.4
g9620.t1	ENSP00000379496.1
g9621.t1	ENSP00000446439.1
g9623.t1	ENSP00000260408.3
g9624.t1	ENSP00000515413.1
g9626.t1	ENSP00000294954.6
g9627.t1	ENSP00000381773.2
g9628.t1	ENSP00000310440.1
g9629.t1	ENSP00000495442.1
g9630.t1	ENSP00000384603.1
g9631.t1	ENSP00000313490.6
g9632.t1	ENSP00000470027.1
g9636.t1	ENSP00000303129.2
g9637.t1	ENSP00000505796.1
g9640.t1	ENSP00000431152.1
g9643.t1	ENSP00000343026.6
g9644.t1	ENSP00000332773.4
g9645.t1	ENSP00000348554.3
g9646.t1	ENSP00000481009.1
g9647.t1	ENSP00000221480.1
g9648.t1	ENSP00000359925.1
g9649.t1	ENSP00000498620.1
g9650.t1	ENSP00000497444.1
g9651.t1	ENSP00000386996.1
g9652.t1	ENSP00000216727.4
g9653.t1	ENSP00000288087.7
g9655.t1	ENSP00000388677.1
